  67   1   1   1      0.00    -82.30      3.23      3.67
  67   1   1   2      0.00    -93.10     -1.29      2.84
  67   1   1   3      0.00    -89.10     -4.60      2.15
  67   1   1   4      0.00    -74.60     -5.39      2.26
  67   1   1   5      0.00    -22.00     -4.89      2.37
  67   1   1   6      0.00    -40.90     -3.74      2.31
  67   1   1   7      0.00    -40.10     -3.81      2.28
  67   1   1   8      0.00    -72.90     -4.31      1.98
  67   1   1   9      0.50    -73.10     -4.89      1.93
  67   1   1  10      8.60    -63.90     -5.61      1.86
  67   1   1  11     24.80    -23.70     -4.89      2.26
  67   1   1  12     27.60     13.10     -2.73      2.79
  67   1   1  13     43.60     31.70      1.44      3.32
  67   1   1  14     27.90     -6.80      2.80      3.35
  67   1   1  15     12.90    -50.80      0.79      3.09
  67   1   1  16      4.00    -82.70     -2.08      2.70
  67   1   1  17      0.10    -93.70     -5.03      2.25
  67   1   1  18      0.00    -77.10     -6.61      1.91
  67   1   1  19      0.00    -29.50     -5.89      1.42
  67   1   1  20      0.00    -58.40     -5.75      1.33
  67   1   1  21      0.00    -12.60     -5.61      1.67
  67   1   1  22      0.00    -17.80     -4.82      1.50
  67   1   1  23      0.00    -26.50     -4.74      1.39
  67   1   1  24      0.00    -83.00     -5.39      1.23
  67   1   2   1      0.00    -92.10     -6.33      1.23
  67   1   2   2      0.00    -91.80     -6.76      1.18
  67   1   2   3      0.00    -90.90     -7.04      1.23
  67   1   2   4      0.00    -86.10     -7.33      1.27
  67   1   2   5      0.00    -74.40     -7.33      1.26
  67   1   2   6      0.00    -48.10     -7.12      1.47
  67   1   2   7      0.00    -31.20     -6.68      1.56
  67   1   2   8      0.00     -4.00     -6.40      1.40
  67   1   2   9      0.10     -6.60     -5.89      1.33
  67   1   2  10      3.10     -2.10     -5.39      1.36
  67   1   2  11     20.70      0.80     -4.17      1.89
  67   1   2  12     16.70     40.10     -1.37      2.22
  67   1   2  13     17.80     38.60      1.94      2.61
  67   1   2  14     14.50     43.90      4.60      2.96
